user_id,age,gender,weight,height,bmi,goal,sleep_hours,sleep_quality,bedtime_hour,wake_time,fatigue_level,steps_walked,exercise_minutes,exercise_type,calories_burned,heart_rate_avg,calories_intake,protein_intake,junk_food_freq,water_intake,meal_frequency,stress_level,mood,screen_time,work_hours,social_interaction,meditation_minutes,hair_condition,skin_condition,sun_exposure,water_quality,workout_plan,diet_plan,lifestyle_change,mental_care,hair_skin_care
U0121,44,Male,78,151,34.2,muscle_gain,8.1,2,21,2,3,3282,0,none,400,74,2485,130,4,3.4,4,9,7,9,4,medium,27,5,3,1,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,Meditation,Maintain Routine
U0122,30,Male,87,158,34.9,muscle_gain,7.0,4,22,6,3,3242,27,mixed,434,100,2586,52,2,2.7,3,9,6,5,7,low,23,2,4,4,poor,Weight Loss Workout,Balanced Diet,None,Meditation,Maintain Routine
U0123,21,Male,50,150,22.2,maintain,4.8,5,22,6,2,3011,34,none,225,70,2316,142,5,3.5,5,2,4,9,7,medium,0,4,1,4,average,Light Cardio,Balanced Diet,Improve Sleep,None,Skin Care
U0124,22,Female,52,173,17.4,maintain,4.7,2,23,5,6,5458,26,strength,150,109,1761,88,4,2.4,3,10,5,3,8,low,9,4,5,2,poor,Strength Training,Balanced Diet,Improve Sleep,Meditation,Maintain Routine
U0125,23,Female,58,167,20.8,weight_loss,4.4,3,0,5,6,4236,40,cardio,496,93,1864,115,4,3.5,4,3,10,3,11,low,18,2,1,4,average,Moderate Workout,Balanced Diet,Improve Sleep,None,Skin Care
U0126,48,Female,93,170,32.2,maintain,6.8,3,21,5,8,7626,12,none,453,70,2495,80,4,4.0,5,2,8,7,4,medium,18,5,5,3,good,Weight Loss Workout,Balanced Diet,None,None,Maintain Routine
U0127,34,Male,68,185,19.9,maintain,8.8,5,22,5,6,2708,46,mixed,345,80,3281,40,6,1.4,2,8,4,2,9,medium,11,1,3,2,average,Light Cardio,Low Carb,None,Meditation,Hydration
U0128,33,Female,55,181,16.8,maintain,5.5,4,23,4,8,3454,14,none,302,116,1998,143,0,3.6,3,2,3,8,10,high,3,5,3,0,good,Strength Training,Balanced Diet,Improve Sleep,Relaxation,Maintain Routine
U0129,34,Male,81,182,24.5,stress_relief,4.3,3,23,4,7,3767,49,mixed,121,88,3249,72,2,3.1,3,5,2,2,11,high,23,1,3,2,average,Light Cardio,Low Carb,Improve Sleep,Relaxation,Maintain Routine
U0130,25,Female,56,189,15.7,muscle_gain,4.1,1,0,5,5,7144,14,cardio,240,99,2147,34,3,3.0,4,1,4,4,5,high,7,1,2,5,average,Strength Training,High Protein,Improve Sleep,None,Skin Care
U0131,49,Female,80,179,25.0,muscle_gain,5.5,3,0,5,2,3092,18,none,457,75,2589,69,0,2.5,3,6,2,3,5,low,23,4,2,2,poor,Light Cardio,Balanced Diet,Improve Sleep,Relaxation,Skin Care
U0132,31,Female,78,176,25.2,maintain,6.4,1,21,2,5,3828,20,none,152,78,2836,54,5,1.6,4,7,10,3,7,medium,19,4,2,5,average,Weight Loss Workout,Low Carb,None,None,Hydration
U0133,45,Female,64,173,21.4,muscle_gain,6.8,4,1,8,7,7919,17,mixed,218,90,3497,63,1,3.5,4,9,1,8,4,high,16,2,5,1,average,Moderate Workout,Low Carb,Reduce Screen Time,Meditation,Maintain Routine
U0134,49,Female,66,187,18.9,maintain,6.9,1,1,9,9,6951,28,mixed,238,116,2076,136,2,2.7,3,4,4,3,10,high,12,3,1,5,poor,Moderate Workout,Balanced Diet,None,None,Skin Care
U0135,22,Male,75,172,25.4,weight_loss,5.9,3,21,5,7,7318,22,cardio,334,72,2624,62,3,1.4,5,9,9,6,7,high,18,4,5,1,good,Weight Loss Workout,Balanced Diet,Improve Sleep,Meditation,Hydration
U0136,22,Female,77,188,21.8,stress_relief,6.2,2,23,7,9,10083,6,cardio,112,77,2240,42,3,3.6,5,9,9,7,6,medium,23,1,4,4,poor,Moderate Workout,High Protein,None,Meditation,Maintain Routine
U0137,30,Male,58,183,17.3,stress_relief,8.7,4,22,5,6,10131,20,mixed,409,113,2588,129,4,1.9,4,9,1,7,9,medium,20,4,5,1,average,Strength Training,Balanced Diet,None,Meditation,Hydration
U0138,30,Male,73,187,20.9,muscle_gain,4.1,4,22,5,9,9578,46,strength,116,71,2705,145,4,2.4,5,10,10,7,4,high,27,1,4,1,poor,Moderate Workout,Balanced Diet,Improve Sleep,Meditation,Maintain Routine
U0139,39,Male,90,179,28.1,muscle_gain,4.9,5,21,2,7,5025,6,mixed,412,71,3051,109,2,3.0,2,7,4,8,6,low,10,1,1,4,average,Weight Loss Workout,Low Carb,Improve Sleep,None,Skin Care
U0140,44,Female,52,189,14.6,weight_loss,5.1,2,22,6,7,10433,3,strength,203,68,2130,34,3,2.6,4,6,9,2,6,medium,11,2,1,1,good,Strength Training,High Protein,Improve Sleep,None,Skin Care
U0141,27,Male,60,168,21.3,weight_loss,8.1,4,0,7,1,2072,46,mixed,201,83,2961,89,0,3.7,2,2,10,2,5,low,19,4,1,2,average,Light Cardio,Low Carb,None,None,Skin Care
U0142,18,Female,76,187,21.7,muscle_gain,5.2,5,22,3,5,8557,37,strength,185,77,3113,103,5,2.3,3,3,6,6,11,low,10,4,1,0,poor,Moderate Workout,Low Carb,Improve Sleep,None,Skin Care
U0143,30,Female,80,160,31.2,stress_relief,7.3,1,0,7,8,8866,25,strength,431,70,1856,118,1,2.8,4,6,6,3,5,medium,3,4,3,4,poor,Weight Loss Workout,Balanced Diet,None,None,Maintain Routine
U0144,46,Female,92,166,33.4,maintain,6.6,2,22,5,8,4212,41,mixed,451,95,1994,123,0,2.4,2,4,8,3,9,low,21,4,1,4,average,Weight Loss Workout,Balanced Diet,None,None,Skin Care
U0145,21,Male,77,177,24.6,muscle_gain,8.0,5,22,6,8,3369,54,mixed,190,81,2112,56,0,2.2,5,10,4,2,9,high,26,2,3,0,good,Light Cardio,Balanced Diet,None,Meditation,Maintain Routine
U0146,46,Male,69,152,29.9,stress_relief,7.8,3,23,4,7,4674,25,strength,116,77,2184,145,4,2.7,4,2,4,2,5,low,25,2,5,3,poor,Weight Loss Workout,Balanced Diet,None,None,Maintain Routine
U0147,27,Male,90,160,35.2,weight_loss,5.1,1,21,3,2,2772,40,cardio,167,64,2779,40,2,2.3,5,10,3,4,8,high,14,2,5,4,average,Weight Loss Workout,High Protein,Improve Sleep,Meditation,Maintain Routine
U0148,21,Male,64,169,22.4,muscle_gain,5.0,5,21,5,3,1614,45,mixed,423,117,1770,128,4,2.4,4,8,8,8,8,medium,28,2,4,2,average,Light Cardio,Balanced Diet,Improve Sleep,Meditation,Maintain Routine
U0149,42,Male,72,172,24.3,weight_loss,4.2,5,21,2,9,9891,53,strength,456,116,3173,69,6,1.6,2,4,3,9,6,medium,14,4,4,3,average,Moderate Workout,Low Carb,Improve Sleep,Relaxation,Hydration
U0150,36,Male,96,185,28.0,weight_loss,8.2,2,22,4,5,7680,47,none,305,116,2905,141,2,4.0,5,7,8,7,8,medium,20,1,3,1,average,Weight Loss Workout,Low Carb,None,None,Maintain Routine
U0151,49,Male,58,183,17.3,weight_loss,8.8,2,21,2,4,6679,51,none,252,118,2416,130,5,3.3,4,9,3,5,4,low,23,2,3,5,good,Strength Training,Balanced Diet,None,Meditation,Maintain Routine
U0152,32,Male,66,188,18.7,muscle_gain,8.0,5,21,2,6,5357,19,mixed,344,62,2860,92,0,3.2,4,7,1,2,6,medium,14,4,4,1,good,Moderate Workout,Low Carb,None,Relaxation,Maintain Routine
U0153,36,Male,89,184,26.3,muscle_gain,7.5,2,1,8,4,7871,58,cardio,438,65,2388,126,0,2.6,2,1,5,4,11,medium,7,5,3,2,poor,Weight Loss Workout,Balanced Diet,None,None,Maintain Routine
U0154,28,Female,69,174,22.8,maintain,5.5,2,23,4,5,11758,13,mixed,474,62,3149,45,6,3.7,3,4,8,5,4,low,11,5,3,4,poor,Moderate Workout,Low Carb,Improve Sleep,None,Maintain Routine
U0155,29,Male,82,155,34.1,weight_loss,7.7,5,23,4,2,4951,40,none,313,64,3414,95,5,2.1,5,1,4,7,10,high,22,3,5,3,good,Weight Loss Workout,Low Carb,None,None,Maintain Routine
U0156,41,Female,90,159,35.6,weight_loss,4.1,5,22,3,2,1517,57,cardio,417,100,3488,111,1,2.7,2,1,7,4,6,medium,1,1,3,1,average,Weight Loss Workout,Low Carb,Improve Sleep,None,Maintain Routine
U0157,23,Female,92,175,30.0,maintain,4.4,5,0,7,9,3195,43,none,183,94,1866,95,5,2.9,3,3,6,8,6,medium,8,1,1,2,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Skin Care
U0158,45,Female,53,178,16.7,weight_loss,4.6,1,22,3,6,3994,47,cardio,478,115,3313,129,1,2.1,2,1,1,6,7,high,16,1,4,2,good,Strength Training,Low Carb,Improve Sleep,Relaxation,Maintain Routine
U0159,27,Female,94,158,37.7,muscle_gain,4.9,1,22,4,6,4490,51,none,440,84,3447,140,6,3.5,4,9,10,4,11,low,10,1,1,1,average,Weight Loss Workout,Low Carb,Improve Sleep,Meditation,Skin Care
U0160,37,Male,88,189,24.6,weight_loss,8.1,4,21,2,5,3346,47,strength,395,70,1560,79,2,1.6,2,2,7,3,5,medium,18,4,3,4,average,Light Cardio,Balanced Diet,None,None,Hydration
U0161,20,Female,50,187,14.3,maintain,7.7,3,22,3,9,11748,5,none,444,98,2892,89,3,3.7,2,9,2,9,6,low,1,5,2,2,poor,Strength Training,Low Carb,Reduce Screen Time,Meditation,Skin Care
U0162,45,Female,85,189,23.8,muscle_gain,7.2,5,0,6,2,1062,21,mixed,238,117,2708,106,3,2.8,4,6,8,5,7,high,0,3,2,0,good,Light Cardio,Balanced Diet,None,None,Skin Care
U0163,23,Female,97,170,33.6,weight_loss,4.4,2,0,5,2,3668,46,mixed,182,94,2463,98,0,1.9,5,8,10,8,4,low,28,2,4,0,good,Weight Loss Workout,Balanced Diet,Improve Sleep,Meditation,Hydration
U0164,40,Female,81,181,24.7,weight_loss,5.6,2,21,3,10,3854,15,cardio,468,80,2328,38,5,2.7,4,7,6,2,9,low,9,1,4,2,average,Light Cardio,High Protein,Improve Sleep,None,Maintain Routine
U0165,42,Male,58,171,19.8,weight_loss,6.3,5,0,7,7,6164,16,none,203,80,1949,130,5,3.4,3,6,6,2,9,low,29,3,2,2,average,Moderate Workout,Balanced Diet,None,None,Skin Care
U0166,43,Female,83,185,24.3,weight_loss,5.1,3,23,5,8,8751,42,cardio,236,106,2812,91,0,2.6,3,8,10,2,8,medium,1,3,5,5,good,Moderate Workout,Low Carb,Improve Sleep,Meditation,Maintain Routine
U0167,19,Male,97,162,37.0,weight_loss,6.5,5,1,8,8,7160,6,cardio,424,85,1804,96,6,3.3,4,5,1,2,9,low,10,1,3,4,poor,Weight Loss Workout,Balanced Diet,None,Relaxation,Maintain Routine
U0168,32,Male,75,181,22.9,stress_relief,8.4,4,21,5,8,4904,28,cardio,185,75,1924,144,3,2.0,2,7,3,4,5,low,12,3,3,4,average,Moderate Workout,Balanced Diet,None,Relaxation,Maintain Routine
U0169,47,Male,67,189,18.8,maintain,5.4,2,0,7,9,6991,35,none,319,111,2324,78,4,2.4,2,6,4,9,8,high,9,5,3,2,poor,Moderate Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0170,39,Female,53,189,14.8,maintain,5.8,3,22,5,2,10277,48,cardio,447,90,2647,127,4,1.3,5,9,4,9,4,medium,25,5,5,5,poor,Strength Training,Balanced Diet,Improve Sleep,Meditation,Hydration
U0171,49,Female,84,166,30.5,weight_loss,5.0,4,1,8,7,4163,8,none,319,65,2424,87,0,1.8,4,3,5,9,5,medium,4,5,2,3,average,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Hydration
U0172,46,Male,65,160,25.4,stress_relief,6.9,1,1,8,2,2629,29,mixed,237,103,1894,108,0,2.8,3,3,10,8,5,medium,16,1,3,5,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,None,Maintain Routine
U0173,47,Male,79,150,35.1,weight_loss,8.1,5,22,4,4,8957,9,none,306,63,3003,52,6,1.6,5,10,5,5,7,low,27,1,5,5,average,Weight Loss Workout,Low Carb,None,Meditation,Hydration
U0174,46,Male,84,181,25.6,maintain,6.8,2,21,5,8,9092,6,mixed,176,97,3437,31,2,3.4,2,6,4,5,6,low,26,5,2,2,good,Weight Loss Workout,Low Carb,None,None,Skin Care
U0175,44,Male,64,180,19.8,stress_relief,6.1,1,23,7,5,5594,53,none,403,112,2302,115,5,1.1,5,2,1,9,7,high,14,3,2,2,poor,Moderate Workout,Balanced Diet,Reduce Screen Time,Relaxation,Hydration
U0176,33,Male,59,170,20.4,maintain,6.9,5,1,8,3,11922,1,strength,160,102,3188,49,2,3.6,4,2,7,5,8,high,26,5,3,4,average,Moderate Workout,Low Carb,None,None,Maintain Routine
U0177,21,Female,87,169,30.5,weight_loss,6.5,3,1,7,7,7837,17,mixed,174,80,2439,34,6,3.1,4,9,9,7,5,medium,18,1,4,0,poor,Weight Loss Workout,High Protein,None,Meditation,Maintain Routine
U0178,25,Female,71,171,24.3,muscle_gain,7.3,5,22,6,2,2135,32,none,158,102,1706,41,5,3.1,3,3,8,3,9,low,12,2,5,0,average,Light Cardio,High Protein,None,None,Maintain Routine
U0179,19,Female,60,175,19.6,stress_relief,4.5,3,0,8,8,8129,29,cardio,227,79,2127,84,5,3.0,4,8,5,8,11,high,8,3,3,3,good,Moderate Workout,Balanced Diet,Improve Sleep,Meditation,Maintain Routine
U0180,27,Male,57,180,17.6,maintain,8.2,4,0,7,5,6750,11,cardio,372,101,2873,58,2,2.7,3,2,7,5,5,medium,26,4,2,5,average,Strength Training,Low Carb,None,None,Skin Care
U0181,49,Female,86,164,32.0,stress_relief,8.9,1,0,8,7,7026,45,mixed,491,88,2361,85,3,3.5,5,1,4,6,8,low,25,4,2,5,poor,Weight Loss Workout,Balanced Diet,None,None,Skin Care
U0182,41,Male,71,172,24.0,muscle_gain,8.1,3,0,6,5,2289,39,mixed,337,83,2878,73,3,2.5,2,1,7,8,10,medium,24,2,5,1,good,Light Cardio,Low Carb,Reduce Screen Time,None,Maintain Routine
U0183,39,Male,97,174,32.0,muscle_gain,7.3,1,22,5,7,5774,12,cardio,131,68,1539,49,1,1.6,3,9,6,4,7,high,24,3,2,3,poor,Weight Loss Workout,High Protein,None,Meditation,Hydration
U0184,42,Female,62,189,17.4,weight_loss,8.8,5,23,4,9,2881,13,none,409,63,3074,101,0,3.2,4,6,6,9,7,low,29,3,4,2,good,Strength Training,Low Carb,Reduce Screen Time,None,Maintain Routine
U0185,39,Female,71,165,26.1,stress_relief,8.6,1,23,5,3,1698,11,cardio,414,90,1848,98,5,4.0,4,9,5,3,7,high,21,4,5,4,poor,Weight Loss Workout,Balanced Diet,None,Meditation,Maintain Routine
U0186,27,Female,62,169,21.7,weight_loss,4.8,1,21,4,1,4129,7,strength,318,104,2802,75,2,1.7,4,7,5,2,7,low,28,2,2,0,average,Moderate Workout,Low Carb,Improve Sleep,None,Hydration
U0187,24,Male,99,181,30.2,weight_loss,7.5,2,1,8,5,2647,54,cardio,215,74,2724,81,1,3.3,2,7,4,7,4,low,19,1,1,3,poor,Weight Loss Workout,Balanced Diet,None,None,Skin Care
U0188,28,Female,58,165,21.3,stress_relief,4.2,1,1,7,9,6048,7,mixed,254,71,2844,136,1,2.2,4,7,1,2,11,medium,28,5,5,5,average,Moderate Workout,Low Carb,Improve Sleep,Relaxation,Maintain Routine
U0189,35,Female,94,186,27.2,stress_relief,6.2,1,21,4,3,11378,23,cardio,248,110,2973,92,2,2.9,4,1,6,4,11,medium,27,2,5,2,average,Weight Loss Workout,Low Carb,None,None,Maintain Routine
U0190,43,Male,62,185,18.1,stress_relief,7.4,1,21,5,7,11939,45,none,285,119,2878,139,2,3.5,3,2,8,2,10,medium,3,4,3,0,poor,Moderate Workout,Low Carb,None,None,Maintain Routine
U0191,33,Female,80,161,30.9,stress_relief,5.7,5,21,4,2,6698,57,mixed,217,101,2596,55,3,3.3,3,3,3,9,8,high,25,3,1,2,good,Weight Loss Workout,Balanced Diet,Improve Sleep,Relaxation,Skin Care
U0192,38,Female,96,175,31.3,muscle_gain,8.3,2,0,8,7,8299,22,mixed,282,107,1628,147,0,3.2,4,10,5,2,7,low,19,5,5,0,average,Weight Loss Workout,Balanced Diet,None,Meditation,Maintain Routine
U0193,46,Male,95,164,35.3,weight_loss,4.8,1,22,3,6,3672,42,mixed,463,106,1970,97,2,3.8,5,3,6,9,10,high,7,2,2,0,good,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Skin Care
U0194,25,Male,54,160,21.1,muscle_gain,6.9,5,23,4,6,4932,4,cardio,158,107,3037,94,3,2.9,4,7,10,6,6,high,28,5,4,1,average,Moderate Workout,Low Carb,None,None,Maintain Routine
U0195,26,Male,70,180,21.6,stress_relief,5.7,4,21,5,1,6558,21,mixed,200,106,1884,94,0,2.7,3,10,5,8,4,medium,5,3,5,5,poor,Moderate Workout,Balanced Diet,Improve Sleep,Meditation,Maintain Routine
U0196,34,Male,62,175,20.2,weight_loss,8.2,5,23,5,8,4580,26,cardio,340,90,2768,149,2,1.1,2,6,10,2,10,low,1,2,5,1,average,Moderate Workout,Balanced Diet,None,None,Hydration
U0197,23,Male,53,167,19.0,weight_loss,8.6,5,0,7,3,5670,42,none,436,94,3438,49,3,3.0,3,8,8,6,8,low,6,3,2,0,poor,Moderate Workout,Low Carb,None,Meditation,Skin Care
U0198,49,Female,55,162,21.0,muscle_gain,6.7,5,0,8,4,5524,25,mixed,451,104,2717,60,2,1.7,5,9,7,6,5,high,23,4,3,1,good,Moderate Workout,Balanced Diet,None,Meditation,Hydration
U0199,42,Female,79,184,23.3,muscle_gain,5.6,2,1,6,7,7715,33,none,481,104,2162,98,5,2.6,3,4,7,7,11,medium,17,2,1,4,average,Moderate Workout,Balanced Diet,Improve Sleep,None,Skin Care
U0200,37,Female,91,152,39.4,maintain,7.6,4,0,5,9,10170,4,mixed,313,115,1953,64,5,1.4,3,7,10,4,4,high,13,1,2,0,poor,Weight Loss Workout,Balanced Diet,None,None,Hydration
U0201,26,Male,59,172,19.9,maintain,8.4,5,0,8,7,3971,33,cardio,347,107,1994,54,1,3.7,2,10,7,8,4,low,13,3,4,1,average,Light Cardio,Balanced Diet,Reduce Screen Time,Meditation,Maintain Routine
U0202,20,Male,70,160,27.3,weight_loss,8.7,1,22,6,9,10169,53,none,430,75,1740,144,1,3.6,4,10,6,2,7,high,14,2,4,3,good,Weight Loss Workout,Balanced Diet,None,Meditation,Maintain Routine
U0203,21,Male,75,151,32.9,maintain,6.7,4,0,5,1,1464,55,mixed,107,64,1589,109,3,2.4,2,5,7,9,9,medium,6,5,4,3,good,Weight Loss Workout,Balanced Diet,Reduce Screen Time,None,Maintain Routine
U0204,22,Male,64,152,27.7,stress_relief,7.5,4,23,4,10,4092,36,none,410,111,1784,49,0,1.8,5,2,6,9,11,medium,4,4,5,2,poor,Weight Loss Workout,High Protein,Reduce Screen Time,None,Hydration
U0205,19,Male,85,178,26.8,muscle_gain,5.7,4,21,4,3,7382,14,cardio,247,68,2811,33,1,2.2,5,7,5,7,5,low,11,2,5,1,good,Weight Loss Workout,Low Carb,Improve Sleep,None,Maintain Routine
U0206,27,Male,53,156,21.8,maintain,4.8,3,21,2,3,10822,52,mixed,421,118,3407,39,1,2.9,5,1,7,6,10,high,23,1,3,4,poor,Moderate Workout,Low Carb,Improve Sleep,None,Maintain Routine
U0207,43,Male,80,161,30.9,weight_loss,8.4,4,21,4,5,7761,6,strength,205,83,3295,137,2,1.4,5,2,3,5,6,medium,26,1,2,0,average,Weight Loss Workout,Low Carb,None,Relaxation,Hydration
U0208,45,Female,69,179,21.5,muscle_gain,4.7,5,22,6,10,6856,12,mixed,460,113,2053,76,4,3.0,2,6,9,5,5,high,26,1,2,1,good,Moderate Workout,Balanced Diet,Improve Sleep,None,Skin Care
U0209,19,Female,58,189,16.2,stress_relief,4.1,2,21,3,4,8206,59,strength,420,110,3159,65,5,1.9,4,9,2,6,10,low,27,4,5,4,average,Strength Training,Low Carb,Improve Sleep,Meditation,Hydration
U0210,31,Female,67,186,19.4,stress_relief,5.7,2,0,6,8,6573,35,cardio,121,73,2138,109,4,3.7,2,1,4,5,5,medium,2,5,3,2,good,Moderate Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0211,21,Male,63,189,17.6,maintain,4.1,4,21,2,7,3364,6,strength,387,74,3079,46,0,2.4,5,2,5,6,6,high,7,3,3,0,good,Strength Training,Low Carb,Improve Sleep,None,Maintain Routine
U0212,48,Male,77,166,27.9,maintain,4.7,5,23,7,3,1325,24,none,377,61,3464,98,3,1.7,5,7,1,5,7,high,10,3,5,5,average,Weight Loss Workout,Low Carb,Improve Sleep,Relaxation,Hydration
U0213,33,Male,95,169,33.3,maintain,8.1,2,1,8,1,6968,1,cardio,439,65,1507,58,2,2.1,5,3,5,4,7,low,19,1,4,2,average,Weight Loss Workout,Balanced Diet,None,None,Maintain Routine
U0214,36,Female,94,176,30.3,maintain,4.9,4,21,3,4,3158,52,cardio,441,102,1710,101,3,2.7,3,3,10,8,6,low,27,1,4,2,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0215,36,Female,80,164,29.7,maintain,5.2,2,22,5,6,3657,42,none,489,105,3407,131,0,2.8,2,3,8,9,6,medium,14,3,5,3,good,Weight Loss Workout,Low Carb,Improve Sleep,None,Maintain Routine
U0216,29,Female,95,187,27.2,stress_relief,5.8,5,1,7,5,1599,15,cardio,368,84,1880,147,5,2.0,3,4,1,8,9,medium,10,4,1,4,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,Relaxation,Skin Care
U0217,35,Female,74,175,24.2,muscle_gain,6.3,1,0,6,3,9989,27,cardio,307,105,2937,145,4,3.6,3,8,9,4,9,medium,26,5,4,1,average,Moderate Workout,Low Carb,None,Meditation,Maintain Routine
U0218,49,Male,91,174,30.1,maintain,7.2,2,21,2,10,2464,6,mixed,480,109,2241,120,3,1.9,5,5,2,5,4,high,21,2,4,0,poor,Weight Loss Workout,Balanced Diet,None,Relaxation,Hydration
U0219,47,Female,84,158,33.6,stress_relief,5.7,3,0,6,4,6930,26,mixed,433,116,3181,57,3,3.6,4,4,5,2,10,medium,25,1,4,5,average,Weight Loss Workout,Low Carb,Improve Sleep,None,Maintain Routine
U0220,39,Male,93,151,40.8,stress_relief,8.1,2,22,3,7,7396,0,none,445,82,2613,138,5,3.2,5,8,6,4,8,medium,29,5,1,1,good,Weight Loss Workout,Balanced Diet,None,Meditation,Skin Care
U0221,27,Male,79,161,30.5,maintain,5.7,5,0,7,1,9938,52,none,357,111,3010,146,3,1.2,4,7,2,5,9,low,25,1,4,2,poor,Weight Loss Workout,Low Carb,Improve Sleep,Relaxation,Hydration
U0222,43,Male,67,153,28.6,stress_relief,5.8,5,22,6,6,10641,24,none,284,80,3090,45,6,2.6,5,3,7,2,4,medium,12,5,5,1,good,Weight Loss Workout,Low Carb,Improve Sleep,None,Maintain Routine
U0223,49,Male,88,159,34.8,muscle_gain,4.4,5,23,6,3,3395,28,none,134,65,2919,140,5,2.5,4,3,8,9,10,medium,19,4,3,4,poor,Weight Loss Workout,Low Carb,Improve Sleep,None,Maintain Routine
U0224,30,Female,65,172,22.0,weight_loss,9.0,1,0,6,5,2016,6,none,426,97,1725,70,5,2.6,2,1,10,4,11,medium,7,1,1,1,good,Light Cardio,Balanced Diet,None,None,Skin Care
U0225,34,Female,95,175,31.0,stress_relief,7.4,4,21,4,6,10642,24,strength,289,72,3078,107,3,1.2,5,9,3,9,6,high,8,4,4,0,average,Weight Loss Workout,Low Carb,Reduce Screen Time,Meditation,Hydration
U0226,42,Female,75,152,32.5,stress_relief,6.7,5,1,6,9,2141,17,none,437,61,3493,148,4,2.4,4,2,9,8,6,high,2,5,2,5,average,Weight Loss Workout,Low Carb,Reduce Screen Time,None,Skin Care
U0227,39,Male,90,173,30.1,weight_loss,6.0,3,22,6,7,6979,59,none,388,78,3063,81,4,1.5,2,10,3,3,10,high,7,5,4,5,average,Weight Loss Workout,Low Carb,None,Meditation,Hydration
U0228,33,Female,94,184,27.8,muscle_gain,4.1,5,22,6,5,7040,40,cardio,233,82,2126,93,6,2.5,4,2,7,8,4,low,24,3,5,3,average,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0229,41,Male,91,189,25.5,maintain,7.9,4,23,5,9,5340,44,cardio,386,80,2613,69,4,2.5,4,4,5,7,8,low,27,1,2,0,average,Weight Loss Workout,Balanced Diet,None,None,Skin Care
U0230,35,Male,60,155,25.0,weight_loss,5.2,5,23,5,2,6622,52,none,324,83,3054,47,0,2.1,5,3,1,5,4,low,16,4,3,1,good,Moderate Workout,Low Carb,Improve Sleep,Relaxation,Maintain Routine
U0231,33,Female,68,178,21.5,maintain,6.1,3,21,2,10,5576,33,mixed,335,99,2962,47,1,2.3,2,6,5,3,9,low,15,3,2,1,average,Moderate Workout,Low Carb,None,None,Skin Care
U0232,42,Female,73,167,26.2,stress_relief,5.8,4,21,2,9,7297,3,cardio,371,74,3134,81,4,2.4,5,2,2,6,8,medium,12,2,5,0,poor,Weight Loss Workout,Low Carb,Improve Sleep,Relaxation,Maintain Routine
U0233,33,Male,79,158,31.6,weight_loss,4.0,5,1,7,4,5471,12,mixed,136,69,3031,149,0,3.3,3,6,8,5,10,high,7,5,5,5,average,Weight Loss Workout,Low Carb,Improve Sleep,None,Maintain Routine
U0234,36,Male,74,180,22.8,maintain,8.8,4,21,2,2,4084,57,none,319,101,2898,99,2,1.9,3,6,4,9,8,high,21,3,4,2,average,Moderate Workout,Low Carb,Reduce Screen Time,None,Hydration
U0235,32,Female,73,165,26.8,weight_loss,5.9,1,0,7,3,7326,13,cardio,457,95,3042,59,2,3.4,5,6,8,4,11,medium,27,4,3,1,good,Weight Loss Workout,Low Carb,Improve Sleep,None,Maintain Routine
U0236,48,Male,56,162,21.3,maintain,7.9,4,21,3,8,1913,22,strength,384,84,2962,110,5,2.9,3,3,2,5,6,high,5,5,3,1,good,Light Cardio,Low Carb,None,Relaxation,Maintain Routine
U0237,39,Female,79,188,22.4,maintain,8.1,4,23,6,9,10836,0,cardio,290,67,2835,147,3,2.9,4,6,8,8,6,low,26,4,1,2,poor,Moderate Workout,Low Carb,Reduce Screen Time,None,Skin Care
U0238,27,Male,99,182,29.9,maintain,7.6,1,23,6,1,2412,47,mixed,102,111,3210,91,2,3.5,4,1,8,5,10,medium,17,2,3,1,poor,Weight Loss Workout,Low Carb,None,None,Maintain Routine
U0239,25,Male,96,152,41.6,weight_loss,5.5,5,0,5,1,9737,14,mixed,433,116,2872,127,1,2.3,2,7,9,7,9,high,21,2,1,4,average,Weight Loss Workout,Low Carb,Improve Sleep,None,Skin Care
U0240,42,Female,78,179,24.3,stress_relief,6.1,5,23,4,2,3681,48,none,372,75,1941,148,1,3.8,4,2,6,2,10,low,4,5,4,2,good,Light Cardio,Balanced Diet,None,None,Maintain Routine
U0241,22,Female,54,158,21.6,muscle_gain,5.1,1,23,7,6,8893,21,strength,256,97,1750,139,0,3.2,2,1,1,9,7,low,17,3,3,2,good,Moderate Workout,Balanced Diet,Improve Sleep,Relaxation,Maintain Routine
U0242,45,Female,55,185,16.1,muscle_gain,5.2,2,22,6,8,3741,12,cardio,328,102,1794,90,1,3.6,3,7,6,4,9,medium,1,2,4,2,poor,Strength Training,Balanced Diet,Improve Sleep,None,Maintain Routine
